,customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
3623,9819-fbnsv,male,1,1,0,37,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,1,bank_transfer_(automatic),72.25,2575.45,0
3624,9544-pypsj,female,1,1,1,62,1,yes,fiber_optic,no,yes,yes,no,no,yes,month-to-month,1,credit_card_(automatic),96.1,6019.35,0
3625,1591-xwlgb,female,0,1,0,71,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,credit_card_(automatic),19.85,1379.6,0
3626,0396-ukgai,male,0,0,1,23,1,no,dsl,no,yes,no,yes,no,no,month-to-month,1,bank_transfer_(automatic),55.3,1284.2,0
3627,3243-zhohy,female,0,0,0,16,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,mailed_check,20.1,296.15,0
3628,5186-ejegl,male,0,0,0,9,1,no,dsl,yes,no,yes,yes,yes,no,month-to-month,1,mailed_check,69.5,653.25,0
3629,7527-qnrus,male,0,1,1,17,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,1,mailed_check,25.15,412.6,0
3630,9986-bonce,female,0,0,0,4,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,bank_transfer_(automatic),20.95,85.5,1
3631,2722-jmoni,female,1,1,0,1,1,no,dsl,yes,no,no,no,no,no,month-to-month,1,electronic_check,49.55,49.55,1
3632,2203-ghnwn,female,0,1,0,24,1,yes,fiber_optic,no,no,yes,no,no,no,month-to-month,1,mailed_check,79.65,1928.7,0
3633,3878-avsoq,female,1,0,0,1,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,71.25,71.25,0
3634,3258-sysws,male,1,0,0,72,1,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,0,bank_transfer_(automatic),113.8,7845.8,0
3635,5296-psyvw,female,0,1,0,72,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,electronic_check,24.55,1750.7,0
3636,6319-qsusr,female,0,0,1,11,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,credit_card_(automatic),19.7,216.2,0
3637,4083-eugrj,male,0,0,0,9,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,20.25,178.5,1
3638,7579-oopec,female,1,1,0,2,1,no,dsl,no,yes,no,no,no,no,month-to-month,0,credit_card_(automatic),50.15,115.1,1
3639,0512-flfdw,female,1,1,0,60,1,yes,fiber_optic,no,no,yes,no,yes,yes,one_year,1,credit_card_(automatic),100.5,6029.0,0
3640,1771-oadnz,male,1,1,0,29,1,yes,fiber_optic,no,yes,yes,no,no,yes,month-to-month,1,electronic_check,95.9,2745.2,1
3641,0487-crlzf,female,0,0,0,49,1,no,dsl,no,no,yes,yes,yes,yes,two_year,1,bank_transfer_(automatic),74.45,3721.9,0
3642,2107-fbptk,female,1,0,0,30,1,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic_check,104.1,3121.1,0
3643,9451-wlyri,female,0,1,0,53,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,credit_card_(automatic),19.05,990.45,0
3644,8219-vybvi,male,0,0,1,39,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,mailed_check,25.0,1004.35,0
3645,1991-vopll,female,0,0,0,9,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,19.05,157.65,0
3646,9738-qlwtp,male,0,0,0,39,1,no,fiber_optic,no,no,yes,yes,no,no,one_year,0,electronic_check,81.9,3219.75,0
3647,1016-djtsv,male,1,0,0,8,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,69.7,572.85,0
3648,9419-ippbe,female,0,1,1,51,1,yes,fiber_optic,no,no,yes,no,no,yes,one_year,1,electronic_check,90.15,4554.85,0
3649,0174-qrvvy,male,0,1,1,71,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,credit_card_(automatic),25.35,1847.55,0
3650,5699-bncas,male,1,0,0,71,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,1,mailed_check,24.65,1766.75,0
3651,2900-phpln,female,1,1,0,70,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,1,credit_card_(automatic),19.55,1462.05,0
3652,0612-rtzza,female,1,0,0,1,0,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,0,electronic_check,25.25,25.25,1
3653,8106-gwqok,male,0,1,0,38,0,no_phone_service,dsl,yes,yes,no,yes,yes,yes,two_year,1,bank_transfer_(automatic),60.0,2193.2,0
3654,8751-edeka,female,0,1,0,28,1,no,fiber_optic,no,yes,yes,no,no,yes,month-to-month,0,credit_card_(automatic),89.9,2433.5,0
3655,6878-ggdwg,female,0,1,0,32,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,bank_transfer_(automatic),19.4,641.15,0
3656,4039-pimhx,male,1,1,0,49,1,no,dsl,no,yes,no,no,no,no,two_year,0,mailed_check,49.8,2398.4,0
3657,8450-luguk,female,0,1,1,37,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,1,bank_transfer_(automatic),24.1,861.85,0
3658,3604-wlabm,female,0,0,0,10,1,no,dsl,no,no,yes,yes,no,no,month-to-month,0,electronic_check,54.25,583.0,0
3659,0795-gmvqo,male,0,1,0,67,1,yes,fiber_optic,yes,yes,yes,no,yes,yes,one_year,0,credit_card_(automatic),109.9,7332.4,0
3660,2259-ouusz,male,0,0,0,7,0,no_phone_service,dsl,no,no,yes,yes,no,no,one_year,1,credit_card_(automatic),35.5,249.55,0
3661,1142-ihloo,female,0,0,0,51,1,no,fiber_optic,no,no,no,no,yes,yes,one_year,0,credit_card_(automatic),87.55,4475.9,0
3662,6410-lefen,female,0,0,0,9,1,no,dsl,no,no,no,no,no,no,month-to-month,0,electronic_check,45.15,416.45,1
3663,4633-mkhyu,female,0,0,0,9,1,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,1,mailed_check,88.4,788.6,0
3664,6257-rjohi,male,0,0,0,4,1,no,dsl,no,no,no,yes,no,no,month-to-month,1,mailed_check,50.8,202.3,0
3665,1545-jfuml,male,0,1,0,71,1,yes,fiber_optic,yes,yes,yes,no,yes,no,two_year,1,electronic_check,99.0,6994.6,0
3666,3194-orpik,female,0,1,1,50,1,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,1,bank_transfer_(automatic),84.4,4116.15,1
3667,7826-vvkwt,female,1,1,1,24,1,no,fiber_optic,no,no,yes,no,yes,yes,two_year,1,electronic_check,96.55,2263.45,0
3668,1353-ghzos,male,0,1,0,22,1,no,dsl,yes,no,no,no,yes,no,one_year,1,bank_transfer_(automatic),59.75,1374.35,0
3669,2587-ekxts,male,0,0,0,44,1,yes,fiber_optic,yes,yes,yes,no,yes,yes,month-to-month,1,electronic_check,111.5,4915.15,0
3670,5442-bxvnd,female,0,1,1,33,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,bank_transfer_(automatic),24.25,838.5,0
3671,8816-vxnzd,female,0,0,0,1,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,75.1,75.1,1
3672,9378-fxtiz,female,0,1,0,54,1,yes,dsl,no,no,no,no,yes,yes,one_year,1,credit_card_(automatic),70.15,3715.65,1
3673,1723-hkxjq,male,0,0,0,42,1,yes,fiber_optic,no,yes,no,no,yes,yes,month-to-month,1,electronic_check,101.75,4273.45,1
3674,7825-gkxmw,female,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,0,electronic_check,45.8,45.8,1
3675,9753-oylbx,female,0,0,0,1,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,20.5,20.5,0
3676,2364-ufrom,male,0,0,0,30,1,no,dsl,yes,yes,no,yes,yes,no,one_year,0,electronic_check,70.4,2044.75,0
3677,6656-jwrqx,female,0,0,0,1,0,no_phone_service,dsl,no,no,no,yes,no,no,month-to-month,0,mailed_check,30.55,30.55,0
3678,6473-uluht,male,0,1,1,16,1,yes,dsl,yes,yes,no,yes,yes,yes,month-to-month,0,electronic_check,84.9,1398.25,0
3679,1240-knsez,male,0,0,0,1,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,1,mailed_check,20.1,20.1,1
3680,0836-seylu,male,0,1,0,9,0,no_phone_service,dsl,no,no,no,yes,yes,no,month-to-month,0,mailed_check,40.65,328.95,1
3681,4433-jcgcg,male,1,1,0,46,1,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,1,electronic_check,101.0,4680.05,1
3682,3716-bdvdb,male,0,0,0,1,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,69.1,69.1,1
3683,7688-awmdx,male,0,1,0,71,1,no,dsl,yes,no,no,yes,no,no,two_year,0,bank_transfer_(automatic),54.5,3778.2,0
3684,2842-bcqge,male,0,0,0,43,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,1,credit_card_(automatic),75.35,3161.4,0
3685,7244-qwyhg,male,0,1,0,50,0,no_phone_service,dsl,yes,no,no,yes,yes,no,one_year,1,bank_transfer_(automatic),44.45,2188.45,0
3686,5899-mqzzl,female,0,0,0,13,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,1,mailed_check,75.0,999.45,1
3687,6849-oyamu,male,0,1,1,19,1,no,fiber_optic,no,yes,no,yes,yes,yes,one_year,0,bank_transfer_(automatic),100.0,1888.65,1
3688,5312-uxesg,female,0,0,0,41,1,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,0,bank_transfer_(automatic),98.05,3990.6,0
3689,9488-hgmjh,female,1,0,0,1,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,71.15,71.15,1
3690,6038-gcyec,female,0,0,0,24,0,no_phone_service,dsl,no,yes,yes,no,yes,yes,month-to-month,1,credit_card_(automatic),54.15,1240.25,1
3691,2150-wlkuw,female,0,1,0,40,1,yes,dsl,no,yes,no,no,yes,no,one_year,0,bank_transfer_(automatic),63.9,2635.0,0
3692,7159-fvypk,female,0,1,1,3,1,yes,dsl,no,yes,yes,no,yes,no,month-to-month,1,bank_transfer_(automatic),69.15,235.0,0
3693,7032-lmbhi,female,0,0,0,37,1,yes,dsl,yes,no,no,no,yes,no,one_year,0,bank_transfer_(automatic),64.65,2347.85,0
3694,1150-wfarn,female,0,1,1,67,1,yes,fiber_optic,yes,no,yes,yes,yes,yes,two_year,1,credit_card_(automatic),108.75,7156.2,1
3695,6088-bxmrg,female,0,1,1,32,1,yes,fiber_optic,no,yes,no,no,yes,yes,month-to-month,1,electronic_check,98.85,3089.6,0
3696,3144-audbs,female,0,1,0,6,1,no,dsl,no,no,no,yes,no,no,month-to-month,1,electronic_check,49.15,270.8,1
3697,4821-sjhjv,female,0,1,1,32,1,yes,fiber_optic,yes,no,no,no,yes,no,month-to-month,0,electronic_check,89.6,2901.8,0
3698,7346-medwm,female,0,0,0,59,1,yes,fiber_optic,no,yes,yes,no,no,no,month-to-month,1,electronic_check,83.25,4949.1,0
3699,1137-dgowi,female,0,1,0,30,1,no,dsl,no,yes,yes,yes,no,yes,one_year,0,bank_transfer_(automatic),70.25,2198.9,0
3700,5616-prtnt,male,0,0,1,20,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,1,electronic_check,19.4,374.5,1
3701,3812-lrzir,female,0,1,1,27,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,electronic_check,24.5,761.95,0
3702,4818-qiufn,female,1,0,0,20,1,yes,fiber_optic,yes,no,no,no,no,no,month-to-month,1,electronic_check,79.15,1520.9,1
3703,9483-gcpwe,male,0,0,1,9,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,mailed_check,20.1,190.25,0
3704,4227-ojhal,female,0,1,1,68,1,yes,dsl,yes,yes,yes,no,yes,no,one_year,1,credit_card_(automatic),73.0,5163.0,0
3705,9220-cxrsc,female,0,1,1,69,1,yes,dsl,yes,no,no,yes,no,no,two_year,0,credit_card_(automatic),61.4,4059.85,0
3706,4993-jcrgj,male,0,0,0,26,1,yes,fiber_optic,no,no,yes,yes,no,no,month-to-month,1,mailed_check,84.3,2281.6,0
3707,9537-jalfh,male,0,1,1,69,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,bank_transfer_(automatic),19.9,1356.7,0
3708,6698-oxetb,male,0,0,0,11,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,mailed_check,20.4,231.45,0
3709,2103-zrxfn,male,0,0,0,1,1,yes,dsl,no,no,no,no,no,no,month-to-month,0,mailed_check,50.75,50.75,0
3710,3724-bscvh,male,0,1,1,10,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,mailed_check,20.45,242.4,0
3711,4877-tsoff,female,0,1,1,55,1,yes,dsl,yes,yes,no,yes,no,yes,one_year,1,bank_transfer_(automatic),75.75,4264.25,0
3712,9209-nwpgu,male,0,0,0,44,1,no,dsl,yes,no,no,yes,yes,no,one_year,0,electronic_check,65.4,2774.55,0
3713,6961-vcpmc,male,1,1,0,46,1,no,fiber_optic,no,no,no,no,no,yes,month-to-month,1,electronic_check,80.4,3605.2,1
3714,7306-ydsoi,male,0,1,1,69,1,no,dsl,yes,yes,yes,no,no,no,two_year,1,bank_transfer_(automatic),59.75,4069.9,0
3715,5288-ahoup,male,1,0,0,11,1,no,fiber_optic,no,no,no,no,no,yes,month-to-month,1,electronic_check,78.5,874.2,0
3716,6688-uzpwd,female,0,1,0,11,1,yes,fiber_optic,no,yes,no,no,yes,yes,month-to-month,1,electronic_check,102.0,1145.35,1
3717,0655-ydgfj,male,0,0,0,29,1,no,dsl,no,no,yes,no,no,no,month-to-month,0,bank_transfer_(automatic),48.95,1323.7,0
3718,8468-ehyja,female,0,1,0,57,1,yes,fiber_optic,yes,no,no,no,yes,yes,month-to-month,1,electronic_check,99.65,5497.05,0
3719,6823-sidfq,male,0,0,0,28,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,credit_card_(automatic),18.25,534.7,0
3720,1097-fspvw,female,0,0,0,42,1,no,dsl,yes,no,yes,no,no,no,month-to-month,0,credit_card_(automatic),54.55,2455.05,0
3721,2839-rfsqe,female,0,0,0,2,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,20.65,38.7,1
3722,8328-skjno,male,0,0,1,23,0,no_phone_service,dsl,yes,yes,no,yes,no,no,one_year,0,bank_transfer_(automatic),40.65,947.4,0
3723,7010-zmvbf,female,0,1,1,18,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,20.45,357.0,0
3724,5201-cbwyg,male,0,1,1,62,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,bank_transfer_(automatic),24.8,1476.25,0
3725,0968-gsikn,female,0,0,0,1,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,1,mailed_check,70.8,70.8,1
3726,1965-ddbwu,male,0,0,0,16,1,yes,fiber_optic,no,no,no,yes,no,yes,month-to-month,1,credit_card_(automatic),89.05,1448.6,1
3727,9057-sihch,female,0,0,0,3,1,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,1,electronic_check,96.6,291.9,1
3728,6352-giggq,male,0,0,0,67,1,yes,dsl,yes,yes,yes,yes,yes,yes,one_year,1,bank_transfer_(automatic),88.8,5903.15,0
3729,3635-qqrqd,male,0,0,0,62,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,1,credit_card_(automatic),20.05,1201.65,0
3730,6771-xwbdm,female,0,1,0,57,1,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,1,credit_card_(automatic),104.5,5921.35,1
3731,2897-dovnd,male,0,0,0,2,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,69.8,146.65,0
3732,3082-yvekw,female,0,1,1,23,1,yes,dsl,yes,no,yes,yes,yes,no,two_year,1,bank_transfer_(automatic),77.15,1759.4,0
3733,0191-equuh,female,0,0,1,25,0,no_phone_service,dsl,yes,no,no,yes,no,no,two_year,0,bank_transfer_(automatic),35.05,844.45,0
3734,7134-hbpbs,female,1,0,0,72,1,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,1,bank_transfer_(automatic),108.1,7774.05,0
3735,3489-hhpfy,female,0,1,0,2,1,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,1,electronic_check,84.05,134.05,0
3736,2926-jejjc,female,0,0,0,8,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,1,bank_transfer_(automatic),20.2,140.95,0
3737,8601-qacrs,female,0,0,0,5,1,yes,dsl,no,no,no,no,no,no,month-to-month,1,mailed_check,50.6,249.95,1
3738,4950-bdeux,male,0,0,0,35,0,no_phone_service,dsl,no,no,yes,no,yes,yes,month-to-month,0,electronic_check,49.2,1701.65,0
3739,5789-ldfxo,male,0,0,0,24,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,electronic_check,24.6,592.65,0
3740,0508-oolto,female,0,1,1,2,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,71.65,135.75,0
3741,2984-tbyku,male,0,1,1,72,1,yes,fiber_optic,yes,yes,yes,yes,no,yes,two_year,1,credit_card_(automatic),104.9,7732.65,0
3742,9822-wmwvg,female,0,0,0,41,1,yes,fiber_optic,yes,yes,yes,yes,yes,no,month-to-month,1,electronic_check,106.5,4282.4,0
3743,2391-soori,male,0,0,1,4,1,no,dsl,yes,no,no,no,no,no,month-to-month,0,electronic_check,49.35,219.65,1
3744,9040-kzvwo,male,0,0,0,26,1,no,fiber_optic,no,yes,no,no,no,no,one_year,0,bank_transfer_(automatic),75.5,2018.1,0
3745,2645-qtlmb,male,0,0,0,7,1,no,fiber_optic,no,yes,no,no,yes,yes,month-to-month,1,electronic_check,94.25,669.0,1
3746,4806-hipdw,female,0,1,0,1,1,no,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,68.95,68.95,1
3747,1548-aragg,female,0,1,1,4,1,yes,dsl,no,yes,no,yes,no,no,month-to-month,1,mailed_check,58.5,224.85,0
3748,6339-rzcbj,male,0,0,0,48,1,no,dsl,no,yes,yes,yes,yes,yes,two_year,0,credit_card_(automatic),78.9,3771.5,0
3749,4424-tkopw,male,1,0,0,2,1,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,1,electronic_check,93.85,196.75,1
3750,4415-wngvr,female,1,1,0,12,1,no,dsl,yes,no,yes,yes,yes,yes,one_year,1,electronic_check,79.2,943.85,0
3751,2522-ahjxr,male,0,1,0,60,1,yes,fiber_optic,yes,no,yes,yes,yes,yes,month-to-month,1,bank_transfer_(automatic),109.45,6572.85,0
3752,0412-uccnp,male,0,0,0,55,1,no,dsl,yes,no,yes,yes,no,no,two_year,1,electronic_check,59.2,3175.85,0
3753,1816-flzdk,male,0,0,0,1,0,no_phone_service,dsl,no,no,no,yes,no,no,month-to-month,0,mailed_check,29.15,29.15,0
3754,7096-uclnh,male,0,0,0,1,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,20.05,20.05,0
3755,8443-zrdbz,male,0,0,0,4,1,yes,fiber_optic,no,no,no,no,no,no,month-to-month,1,electronic_check,76.05,318.9,1
3756,9136-alybr,male,0,0,0,1,0,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,1,mailed_check,24.45,24.45,1
3757,4615-pivvu,female,0,0,0,42,1,no,dsl,no,no,yes,yes,no,yes,two_year,0,credit_card_(automatic),66.5,2762.75,0
3758,8885-qsqbx,female,0,0,0,1,1,no,dsl,yes,no,no,no,no,no,month-to-month,0,bank_transfer_(automatic),49.55,49.55,0
3759,7479-nitws,male,0,0,0,7,1,yes,fiber_optic,no,no,yes,no,yes,no,month-to-month,1,credit_card_(automatic),89.35,631.85,1
3760,8617-enbds,male,0,0,0,3,1,no,fiber_optic,no,no,yes,no,no,no,month-to-month,1,credit_card_(automatic),73.6,232.5,0
3761,9385-nxkda,female,0,1,0,72,1,yes,dsl,yes,yes,yes,no,yes,yes,two_year,1,credit_card_(automatic),82.65,5919.35,0
3762,0430-ihcdj,male,0,0,0,15,1,yes,dsl,no,no,no,no,no,no,month-to-month,1,electronic_check,49.0,749.25,0
3763,2959-mjhic,male,0,1,0,4,1,no,fiber_optic,no,no,no,no,yes,no,month-to-month,1,electronic_check,80.35,307.4,1
3764,6674-kvjhg,female,0,0,0,11,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,0,electronic_check,25.2,245.15,0
3765,1814-dkolc,female,0,0,0,5,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,0,mailed_check,25.45,134.75,0
3766,4201-jmngr,female,1,0,0,1,1,no,dsl,yes,no,yes,no,no,no,month-to-month,1,electronic_check,55.8,55.8,1
3767,9351-hxdmr,male,0,1,0,72,1,yes,fiber_optic,yes,no,yes,yes,yes,yes,two_year,1,credit_card_(automatic),110.9,8240.85,0
3768,3537-hpkqt,female,0,1,0,55,1,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,1,credit_card_(automatic),77.75,4266.4,0
3769,2129-alkbs,female,0,1,1,40,1,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,1,electronic_check,26.2,1077.5,0
3770,5821-mmeil,female,0,1,0,57,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,bank_transfer_(automatic),19.9,1115.6,0
3771,5960-wpxqm,male,0,0,0,1,1,no,fiber_optic,no,no,no,no,yes,no,month-to-month,1,electronic_check,79.05,79.05,1
3772,0684-aosih,male,0,1,0,1,1,no,fiber_optic,yes,no,no,no,yes,yes,month-to-month,1,electronic_check,95.0,95.0,1
3773,8260-ngfny,female,0,0,0,1,0,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,0,mailed_check,25.2,25.2,1
3774,1309-xgfsn,male,1,1,1,52,1,yes,dsl,no,yes,yes,no,yes,yes,one_year,1,electronic_check,80.85,4079.55,0
3775,1866-rzzqs,male,1,0,0,41,1,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,1,electronic_check,98.4,4187.75,1
3776,6968-urwqu,male,0,1,0,43,1,no,dsl,no,no,no,no,yes,no,one_year,1,mailed_check,56.35,2391.15,0
3777,4742-txuex,female,0,1,1,47,1,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,0,bank_transfer_(automatic),19.3,890.5,0
3778,9631-xeyke,male,0,0,0,3,1,yes,dsl,no,no,no,no,no,no,month-to-month,0,bank_transfer_(automatic),50.4,137.25,0
